file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/Muc6FullParseCorefSampleStreamFactory.java,opennlp.tools.formats.muc.Muc6FullParseCorefSampleStreamFactory$Parameters,getPersonModel/0,false,63,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/Muc6FullParseCorefSampleStreamFactory.java,opennlp.tools.formats.muc.Muc6FullParseCorefSampleStreamFactory$Anonymous1,accept/1[java.io.File],false,89,0,1,3,3,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/Muc6FullParseCorefSampleStreamFactory.java,opennlp.tools.formats.muc.Muc6FullParseCorefSampleStreamFactory,registerFactory/0,false,122,2,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/Muc6FullParseCorefSampleStreamFactory.java,opennlp.tools.formats.muc.Muc6FullParseCorefSampleStreamFactory,Muc6FullParseCorefSampleStreamFactory/0,true,72,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/Muc6FullParseCorefSampleStreamFactory.java,opennlp.tools.formats.muc.Muc6FullParseCorefSampleStreamFactory,create/1[java.lang.String[]],false,76,19,2,19,25,1,11,1,19,0,0,1,0,0,0,3,0,11,0,1,1,0,0,43,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucMentionInserterStream.java,opennlp.tools.formats.muc.MucMentionInserterStream,"getMinSpan/2[opennlp.tools.formats.muc.Parse,opennlp.tools.formats.muc.MucCorefContentHandler.CorefMention]",false,55,3,7,7,23,2,7,2,7,0,0,1,5,0,0,0,6,9,2,3,0,0,0,14,10,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucMentionInserterStream.java,opennlp.tools.formats.muc.MucMentionInserterStream,read/0,false,119,9,7,16,32,2,10,0,16,2,1,3,3,0,0,1,3,11,0,4,0,0,0,27,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucMentionInserterStream.java,opennlp.tools.formats.muc.MucMentionInserterStream,"addMention/3[int,opennlp.tools.formats.muc.Span,opennlp.tools.formats.muc.Parse[]]",false,87,2,5,9,25,1,4,3,9,0,0,0,1,0,0,8,1,5,5,2,0,0,0,24,9,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucMentionInserterStream.java,opennlp.tools.formats.muc.MucMentionInserterStream,MucMentionInserterStream/1[opennlp.tools.formats.muc.ObjectStream<opennlp.tools.formats.muc.RawCorefSample>],true,49,3,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefSampleStream.java,opennlp.tools.formats.muc.MucCorefSampleStream,read/0,false,40,3,4,5,14,2,1,0,5,0,0,0,1,0,0,0,2,1,0,2,0,0,0,16,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefSampleStream.java,opennlp.tools.formats.muc.MucCorefSampleStream,"MucCorefSampleStream/2[opennlp.tools.formats.muc.Tokenizer,opennlp.tools.formats.muc.ObjectStream<java.lang.String>]",true,35,3,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/FullParseCorefEnhancerStream.java,opennlp.tools.formats.muc.FullParseCorefEnhancerStream,read/0,false,70,3,3,8,18,2,7,0,8,1,1,1,1,0,0,0,1,7,0,2,0,0,0,19,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/FullParseCorefEnhancerStream.java,opennlp.tools.formats.muc.FullParseCorefEnhancerStream,"FullParseCorefEnhancerStream/2[opennlp.tools.formats.muc.Parser,opennlp.tools.formats.muc.ObjectStream<opennlp.tools.formats.muc.RawCorefSample>]",true,35,2,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/FullParseCorefEnhancerStream.java,opennlp.tools.formats.muc.FullParseCorefEnhancerStream,createIncompleteParse/1[java.lang.String[]],false,40,2,4,8,19,1,8,1,8,0,0,2,0,0,0,0,7,9,0,2,0,0,0,14,8,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefContentHandler.java,opennlp.tools.formats.muc.MucCorefContentHandler$CorefMention,"CorefMention/3[opennlp.tools.formats.muc.Span,int,java.lang.String]",true,39,1,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefContentHandler.java,opennlp.tools.formats.muc.MucCorefContentHandler,resolveId/1[int],false,72,1,3,2,14,3,1,1,2,1,0,0,2,0,0,0,1,1,0,2,0,0,0,18,2,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefContentHandler.java,opennlp.tools.formats.muc.MucCorefContentHandler,"MucCorefContentHandler/2[opennlp.tools.formats.muc.Tokenizer,java.util.List<opennlp.tools.formats.muc.RawCorefSample>]",true,60,2,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefContentHandler.java,opennlp.tools.formats.muc.MucCorefContentHandler,"startElement/2[java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",false,90,3,6,9,29,0,5,2,9,0,0,0,2,0,0,3,1,8,0,3,0,0,0,20,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefContentHandler.java,opennlp.tools.formats.muc.MucCorefContentHandler,endElement/1[java.lang.String],false,140,4,6,18,22,0,2,1,18,1,1,2,0,0,0,0,1,5,0,3,0,0,0,16,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/MucCorefContentHandler.java,opennlp.tools.formats.muc.MucCorefContentHandler,characters/1[java.lang.CharSequence],false,130,0,2,4,6,0,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/NameFinderCorefEnhancerStream.java,opennlp.tools.formats.muc.NameFinderCorefEnhancerStream,"NameFinderCorefEnhancerStream/3[opennlp.tools.formats.muc.TokenNameFinder[],java.lang.String[],opennlp.tools.formats.muc.ObjectStream<opennlp.tools.formats.muc.RawCorefSample>]",true,40,2,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,4,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/muc/NameFinderCorefEnhancerStream.java,opennlp.tools.formats.muc.NameFinderCorefEnhancerStream,read/0,false,46,3,6,9,26,2,7,0,9,0,0,4,1,0,0,0,2,8,0,3,0,0,0,23,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/CorefSampleStreamFactory.java,opennlp.tools.formats.CorefSampleStreamFactory,registerFactory/0,false,41,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/CorefSampleStreamFactory.java,opennlp.tools.formats.CorefSampleStreamFactory,create/1[java.lang.String[]],false,46,6,1,6,7,1,3,1,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,18,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/formats/CorefSampleStreamFactory.java,opennlp.tools.formats.CorefSampleStreamFactory,CorefSampleStreamFactory/0,true,37,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTrainerTool.java,opennlp.tools.cmdline.coref.CoreferencerTrainerTool,"run/2[java.lang.String,java.lang.String[]]",false,39,2,2,5,9,0,0,2,5,0,0,0,0,1,0,1,1,0,1,1,0,0,0,14,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTrainerTool.java,opennlp.tools.cmdline.coref.CoreferencerTrainerTool,CoreferencerTrainerTool/0,true,34,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferenceConverterTool.java,opennlp.tools.cmdline.coref.CoreferenceConverterTool,CoreferenceConverterTool/0,true,25,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTool.java,opennlp.tools.cmdline.coref.CoreferencerTool$CorefParse,show/0,false,67,2,2,4,7,0,3,0,4,1,1,1,0,0,0,0,1,3,0,1,0,0,0,5,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTool.java,opennlp.tools.cmdline.coref.CoreferencerTool$CorefParse,show/1[opennlp.tools.cmdline.coref.Parse],false,75,3,6,13,26,0,6,1,13,1,0,1,0,0,0,4,1,7,1,2,0,0,0,10,2,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTool.java,opennlp.tools.cmdline.coref.CoreferencerTool$CorefParse,"CorefParse/2[java.util.List<opennlp.tools.cmdline.coref.Parse>,opennlp.tools.coref.DiscourseEntity[]]",true,53,6,4,7,13,0,5,2,7,0,0,2,0,0,1,0,3,7,1,3,0,0,0,14,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTool.java,opennlp.tools.cmdline.coref.CoreferencerTool,run/1[java.lang.String[]],false,108,13,8,25,51,0,13,1,25,1,1,2,3,2,1,4,8,14,0,6,0,0,0,44,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTool.java,opennlp.tools.cmdline.coref.CoreferencerTool,getShortDescription/0,false,104,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/cmdline/coref/CoreferencerTool.java,opennlp.tools.cmdline.coref.CoreferencerTool,getHelp/0,false,177,0,1,1,3,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankLinker.java,opennlp.tools.lang.english.TreebankLinker,"TreebankLinker/3[java.lang.String,opennlp.tools.coref.LinkerMode,boolean]",true,55,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankLinker.java,opennlp.tools.lang.english.TreebankLinker,"TreebankLinker/4[java.lang.String,opennlp.tools.coref.LinkerMode,boolean,double]",true,60,1,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankLinker.java,opennlp.tools.lang.english.TreebankLinker,main/1[java.lang.String[]],false,80,8,8,21,46,0,15,1,21,0,0,2,4,0,1,3,9,18,0,4,0,0,0,48,9,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankLinker.java,opennlp.tools.lang.english.TreebankLinker,showEntities/1[opennlp.tools.coref.DiscourseEntity[]],false,69,1,2,1,5,0,2,1,1,0,0,1,0,0,0,1,1,2,1,1,0,0,0,5,10,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankLinker.java,opennlp.tools.lang.english.TreebankLinker,"TreebankLinker/2[java.lang.String,opennlp.tools.coref.LinkerMode]",true,51,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankLinker.java,opennlp.tools.lang.english.TreebankLinker,initMentionFinder/0,false,65,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/CorefParse.java,opennlp.tools.lang.english.CorefParse,show/0,false,52,2,2,4,7,0,3,0,4,1,1,1,0,0,0,0,1,3,0,1,0,0,0,5,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/CorefParse.java,opennlp.tools.lang.english.CorefParse,"CorefParse/2[java.util.List<opennlp.tools.lang.english.Parse>,opennlp.tools.coref.DiscourseEntity[]]",true,37,6,4,7,13,0,5,2,7,0,0,2,0,0,1,0,3,7,1,3,0,0,0,14,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/CorefParse.java,opennlp.tools.lang.english.CorefParse,show/1[opennlp.tools.lang.english.Parse],false,60,3,6,13,26,0,6,1,13,1,0,1,0,0,0,4,1,7,1,2,0,0,0,10,2,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankNameFinder.java,opennlp.tools.lang.english.TreebankNameFinder,main/1[java.lang.String[]],false,158,2,8,11,37,0,9,1,11,2,3,2,2,0,0,7,6,13,5,2,0,0,0,44,9,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankNameFinder.java,opennlp.tools.lang.english.TreebankNameFinder,clearPrevTokenMaps/1[opennlp.tools.lang.english.TreebankNameFinder[]],false,52,1,2,1,5,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,6,10,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankNameFinder.java,opennlp.tools.lang.english.TreebankNameFinder,"processText/3[opennlp.tools.lang.english.TreebankNameFinder[],java.lang.String[],java.io.BufferedReader]",false,96,4,21,17,51,0,17,3,17,1,1,6,4,0,2,7,18,20,8,5,0,0,0,44,10,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankNameFinder.java,opennlp.tools.lang.english.TreebankNameFinder,TreebankNameFinder/1[opennlp.tools.lang.english.TokenNameFinderModel],true,48,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/lang/english/TreebankNameFinder.java,opennlp.tools.lang.english.TreebankNameFinder,"processParse/3[opennlp.tools.lang.english.TreebankNameFinder[],java.lang.String[],java.io.BufferedReader]",false,59,3,6,10,23,0,10,3,10,1,1,4,1,0,0,1,3,13,0,2,0,0,0,22,10,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/coref/DiscourseModel.java,opennlp.tools.coref.DiscourseModel,mentionEntity/1[opennlp.tools.coref.DiscourseEntity],false,47,1,2,3,8,0,0,1,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,16,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/coref/DiscourseModel.java,opennlp.tools.coref.DiscourseModel,getNumEntities/0,false,61,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/coref/DiscourseModel.java,opennlp.tools.coref.DiscourseModel,getEntities/0,false,106,1,1,2,5,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-sandbox-37af4c6d42a9affba4f7c9bbc64175768750563f/opennlp-coref/src/main/java/opennlp/tools/coref/DiscourseModel.java,opennlp.tools.coref.DiscourseModel,DiscourseModel/0,true,38,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,true
