file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/lemmatizer/MorfologikLemmatizer.java,opennlp.morfologik.lemmatizer.MorfologikLemmatizer,MorfologikLemmatizer/1[opennlp.morfologik.lemmatizer.Dictionary],true,46,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/lemmatizer/MorfologikLemmatizer.java,opennlp.morfologik.lemmatizer.MorfologikLemmatizer,"lemmatize/2[java.lang.String,java.lang.String]",false,50,2,3,8,10,1,2,2,8,1,1,1,0,0,0,0,0,2,0,2,0,0,0,10,2,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/lemmatizer/MorfologikLemmatizer.java,opennlp.morfologik.lemmatizer.MorfologikLemmatizer,"lemmatize/2[java.util.List<java.lang.String>,java.util.List<java.lang.String>]",false,90,1,2,4,7,1,2,2,4,1,2,1,0,0,0,0,1,2,0,1,0,0,0,24,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/util/MorfologikUtil.java,opennlp.morfologik.util.MorfologikUtil,getExpectedPropertiesFile/1[java.lang.String],false,31,1,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,9,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/util/MorfologikUtil.java,opennlp.morfologik.util.MorfologikUtil,getExpectedPropertiesFile/1[java.io.File],false,26,0,1,3,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/CLI.java,opennlp.morfologik.cmdline.CLI,main/1[java.lang.String[]],false,97,5,16,19,54,0,5,1,19,1,1,0,6,1,4,9,17,7,5,3,0,0,0,21,9,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/CLI.java,opennlp.morfologik.cmdline.CLI,(initializer 1),false,42,3,2,4,10,0,1,0,4,0,0,1,0,0,0,0,0,3,0,1,0,0,0,15,8,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/CLI.java,opennlp.morfologik.cmdline.CLI,usage/0,false,64,2,5,10,21,0,2,0,10,0,0,3,0,0,0,9,3,4,5,2,0,0,0,33,10,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/CLI.java,opennlp.morfologik.cmdline.CLI,getToolNames/0,false,60,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableParams.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableParams,getEncoder/0,false,43,2,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,16,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableParams.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableParams,getSeparator/0,false,38,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,12,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableParams.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableParams,getInputFile/0,false,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableParams.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableParams,getOutputFile/0,false,34,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,10,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderParams.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderParams,getIgnoreEmpty/0,false,47,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderParams.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderParams,getInputFile/0,false,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderParams.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderParams,getFormat/0,false,43,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderParams.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderParams,getOverwrite/0,false,51,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderParams.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderParams,getAcceptBOM/0,false,35,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderParams.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderParams,getAcceptCR/0,false,39,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderParams.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderParams,getValidate/0,false,55,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderTool.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderTool,run/1[java.lang.String[]],false,43,6,2,13,14,0,4,1,13,0,0,0,0,1,0,3,1,4,1,1,0,0,0,25,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderTool.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderTool,getHelp/0,false,39,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/MorfologikDictionaryBuilderTool.java,opennlp.morfologik.cmdline.builder.MorfologikDictionaryBuilderTool,getShortDescription/0,false,35,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableTool.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableTool,getHelp/0,false,45,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableTool.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableTool,"valid/2[java.lang.String,java.lang.String]",false,105,0,3,2,7,2,0,2,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,17,2,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableTool.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableTool,getShortDescription/0,false,41,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableTool.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableTool,run/1[java.lang.String[]],false,49,8,7,27,46,0,11,1,27,2,1,2,0,3,0,11,3,12,5,4,0,0,0,53,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/cmdline/builder/XMLDictionaryToTableTool.java,opennlp.morfologik.cmdline.builder.XMLDictionaryToTableTool,"createEntry/2[java.lang.String,java.lang.String]",false,116,0,1,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,2,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/builder/MorfologikDictionayBuilder.java,opennlp.morfologik.builder.MorfologikDictionayBuilder,build/1[java.nio.file.Path],false,73,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/builder/MorfologikDictionayBuilder.java,opennlp.morfologik.builder.MorfologikDictionayBuilder,"createProperties/3[java.nio.charset.Charset,java.lang.String,opennlp.morfologik.builder.EncoderType]",false,78,1,1,3,7,1,1,3,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,9,0,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/builder/MorfologikDictionayBuilder.java,opennlp.morfologik.builder.MorfologikDictionayBuilder,"build/6[java.nio.file.Path,boolean,boolean,boolean,boolean,boolean]",false,51,1,1,6,6,1,2,6,6,0,0,0,0,0,0,3,0,2,1,0,0,0,0,51,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikTagDictionary.java,opennlp.morfologik.tagdict.MorfologikTagDictionary,MorfologikTagDictionary/1[opennlp.morfologik.tagdict.Dictionary],true,51,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikTagDictionary.java,opennlp.morfologik.tagdict.MorfologikTagDictionary,getTags/1[java.lang.String],false,74,1,6,8,15,3,2,1,8,0,0,1,1,0,0,0,2,3,0,2,0,0,0,12,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikTagDictionary.java,opennlp.morfologik.tagdict.MorfologikTagDictionary,"MorfologikTagDictionary/2[opennlp.morfologik.tagdict.Dictionary,boolean]",true,68,2,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,1,0,true
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,"createMorfologikDictionary/2[byte[],byte[]]",false,146,4,1,1,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,2,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,MorfologikPOSTaggerFactory/0,true,52,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,createTagDictionary/1[java.io.File],false,55,2,4,8,12,1,1,1,8,1,1,0,1,0,0,2,0,3,2,1,0,0,0,16,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,createTagDictionary/1[java.io.InputStream],false,121,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,setTagDictionary/1[opennlp.tools.postag.TagDictionary],false,109,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,createEmptyTagDictionary/0,false,114,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,createArtifactMap/0,false,138,0,1,2,6,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,createArtifactSerializersMap/0,false,128,2,1,2,6,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,1,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,"init/2[opennlp.tools.dictionary.Dictionary,opennlp.tools.postag.TagDictionary]",false,75,2,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,false
/Users/gichan/Desktop/MLCQ data try/ck_csvs/../gits/opennlp-a07efca33b40f18e9d28a59f9e40924a0c8a89a5/opennlp-morfologik-addon/src/main/java/opennlp/morfologik/tagdict/MorfologikPOSTaggerFactory.java,opennlp.morfologik.tagdict.MorfologikPOSTaggerFactory,getTagDictionary/0,false,81,4,6,2,21,1,3,0,2,1,1,0,3,1,0,2,0,4,0,4,0,0,0,40,1,0,false
